id,fldNpdidFi,wlbNpdidWe,fldName,fldCurrent,wlbName,fldDiscove,fldFactPag,fldFactMap,fldOwnerKi,fldOwnerNa,cmpLongNam,wlbFactPag,fldHcType,fldMainAre,cmpNpdidCo,fldNpdidOw,fldDateUpd,fldDateU_1,fldMainSup,Shape_Leng,Shape_Area
104,23395946,3075,AASTA HANSTEEN,Producing,01/10/6707,1997,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=23395946,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=23395946,PRODUCTION LICENSE,218,Equinor Energy AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3075,GAS,Norwegian Sea,32011216,22556,00:00.0,00:00.0,Sandnessj├╕en,57060.70423,26238070.2
122,33310197,4059,ÆRFUGL,Producing,03/05/6507,2000,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=33310197,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=33310197,BUSINESS ARRANGEMENT AREA,SKARV UNIT,Aker BP ASA,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=4059,GAS/CONDENSATE,Norwegian Sea,28544099,4468539,00:00.0,00:00.0,Sandnessj├╕en,129672.5009,100089747.3
1,43437,239,ALBUSKJELL,Shut down,01/06/2001,1972,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43437,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43437,PRODUCTION LICENSE,18,ConocoPhillips Skandinavia AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=239,GAS/CONDENSATE,North Sea,2410696,20900,00:00.0,00:00.0,,31388.4518,31624323.68
75,4444332,1533,ALVE,Producing,01/03/6507,1990,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=4444332,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=4444332,PRODUCTION LICENSE,159 B,Equinor Energy AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1533,GAS/CONDENSATE,Norwegian Sea,32011216,2819945,00:00.0,00:00.0,Sandnessj├╕en,21978.89445,13319510.1
66,2845712,3397,ALVHEIM,Producing,24/06/2002,1998,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=2845712,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=2845712,PRODUCTION LICENSE,203,Aker BP ASA,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3397,OIL/GAS,North Sea,28544099,22436,00:00.0,00:00.0,,135985.9973,80921560.3
42,43765,68,ÅSGARD,Producing,01/11/6507,1981,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43765,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43765,BUSINESS ARRANGEMENT AREA,├àSGARD UNIT,Equinor Energy AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=68,GAS/CONDENSATE,Norwegian Sea,32011216,40564,00:00.0,00:00.0,Kristiansund,197488.0602,251340739.7
94,21106284,6423,ATLA,Producing,25/05/2007,2010,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=21106284,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=21106284,PRODUCTION LICENSE,102 C,Total E&P Norge AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6423,GAS/CONDENSATE,North Sea,2410708,5467035,00:00.0,00:00.0,,11411.79256,2767167.404
17,43562,143,BALDER,Producing,25/11/2001,1967,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43562,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43562,PRODUCTION LICENSE,1,V├Ñr Energi AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=143,OIL,North Sea,33360957,20756,00:00.0,00:00.0,Dusavik,117011.7806,84833992.15
117,29446221,7265,BAUGE,Approved for production,06/08/6407,2013,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=29446221,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=29446221,PRODUCTION LICENSE,348,Equinor Energy AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=7265,OIL,Norwegian Sea,32011216,2987047,00:00.0,00:00.0,Kristiansund,12024.82711,6442262.278
69,3437650,1382,BLANE,Producing,01/02/2001,1989,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=3437650,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=3437650,BUSINESS ARRANGEMENT AREA,BLANE UNIT,Repsol Norge AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1382,OIL,North Sea,27052812,3437667,00:00.0,00:00.0,,32361.63283,25067807.5
100,22492497,6222,BØYLA,Producing,24/9-9 S,2009,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=22492497,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=22492497,PRODUCTION LICENSE,340,Aker BP ASA,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6222,OIL,North Sea,28544099,2986630,00:00.0,00:00.0,,20265.66705,13395216.81
29,43651,402,BRAGE,Producing,31/4-3,1980,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43651,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43651,BUSINESS ARRANGEMENT AREA,BRAGE UNIT,Wintershall Dea Norge AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=402,OIL,North Sea,35318843,40432,00:00.0,00:00.0,Mongstad,95252.79221,93667654.96
95,21123063,1868,BRYNHILD,Shut down,07/07/2002,1992,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=21123063,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=21123063,PRODUCTION LICENSE,148,Lundin Energy Norway AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1868,OIL,North Sea,36998861,21996,00:00.0,00:00.0,,12121.60068,9069111.381
110,28975067,5063,BYRDING,Producing,35/11-13,2005,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=28975067,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=28975067,PRODUCTION LICENSE,090 B,Equinor Energy AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5063,OIL/GAS,North Sea,32011216,3426781,00:00.0,00:00.0,Mongstad,27632.83022,10588475.92
45,43785,149,COD,Shut down,07/11/2001,1968,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43785,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43785,PRODUCTION LICENSE,18,ConocoPhillips Skandinavia AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=149,GAS/CONDENSATE,North Sea,2410696,20900,00:00.0,00:00.0,,11870.87299,8208572.412
41,43758,133,DRAUGEN,Producing,01/09/6407,1984,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43758,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43758,PRODUCTION LICENSE,93,OKEA ASA,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=133,OIL,Norwegian Sea,34925006,21548,00:00.0,00:00.0,Kristiansund,72993.49464,62980998.05
124,34833026,7988,DUVA,Approved for production,36/7-4,2016,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=34833026,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=34833026,PRODUCTION LICENSE,636,Neptune Energy Norge AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=7988,OIL/GAS,North Sea,31123361,21561151,00:00.0,00:00.0,Flor├╕,24046.20377,12981846.42
112,29393934,6367,DVALIN,Approved for production,6507/7-14 S,2010,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=29393934,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=29393934,PRODUCTION LICENSE,435,Wintershall Dea Norge AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6367,GAS,Norwegian Sea,35318843,4238696,00:00.0,00:00.0,Kristiansund,41265.16271,17475870.88
14,43541,263,EDDA,Shut down,02/07/2004,1972,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43541,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43541,PRODUCTION LICENSE,18,ConocoPhillips Skandinavia AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=263,OIL,North Sea,2410696,20900,00:00.0,00:00.0,,17813.20386,11831203.23
98,21675433,5612,EDVARD GRIEG,Producing,16/01/2008,2007,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=21675433,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=21675433,PRODUCTION LICENSE,338,Lundin Energy Norway AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5612,OIL,North Sea,36998861,2986578,00:00.0,00:00.0,Tananger,27057.77996,32563356.26
9,43506,172,EKOFISK,Producing,02/04/2002,1969,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43506,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43506,PRODUCTION LICENSE,18,ConocoPhillips Skandinavia AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=172,OIL,North Sea,2410696,20900,00:00.0,00:00.0,Tananger,25256.68449,37279406.1
12,43527,179,ELDFISK,Producing,02/07/2001,1970,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43527,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43527,PRODUCTION LICENSE,18,ConocoPhillips Skandinavia AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=179,OIL,North Sea,2410696,20900,00:00.0,00:00.0,Tananger,31147.67562,24082937.03
13,43534,1062,EMBLA,Producing,02/07/2020,1988,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43534,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43534,PRODUCTION LICENSE,18,ConocoPhillips Skandinavia AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1062,OIL,North Sea,2410696,20900,00:00.0,00:00.0,Tananger,19674.69807,12805678.08
70,3437659,0,ENOCH,Producing,?,1985,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=3437659,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=3437659,BUSINESS ARRANGEMENT AREA,ENOCH UNIT,Repsol Sinopec North Sea Limited,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=0,OIL,North Sea,28222425,3437805,00:00.0,00:00.0,,17483.76556,13038410.61
119,31164879,7322,FENJA,Approved for production,6406/12-3 S,2014,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=31164879,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=31164879,PRODUCTION LICENSE,586,Neptune Energy Norge AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=7322,OIL/GAS,Norwegian Sea,31123361,20109200,00:00.0,00:00.0,Kristiansund,19458.50586,8897540.346
106,24635035,238,FLYNDRE,Producing,01/05/2002,1974,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=24635035,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=24635035,BUSINESS ARRANGEMENT AREA,FLYNDRE UNIT,PetrogasNEO UK Ltd,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=238,OIL,North Sea,35317872,29395339,00:00.0,00:00.0,,27144.0783,22806257.14
57,1578840,1523,FRAM,Producing,35/11-4,1990,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=1578840,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=1578840,PRODUCTION LICENSE,90,Equinor Energy AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1523,OIL/GAS,North Sea,32011216,21524,00:00.0,00:00.0,Mongstad,71526.97152,29298444.81
105,23410947,5517,FRAM H-NORD,Producing,35/11-15 S,2007,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=23410947,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=23410947,BUSINESS ARRANGEMENT AREA,FRAM H-NORD UNIT,Equinor Energy AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5517,OIL,North Sea,32011216,23410876,00:00.0,00:00.0,Mongstad,10786.03095,3685033.312
16,43555,190,FRIGG,Shut down,25/01/2001,1971,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43555,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43555,PRODUCTION LICENSE,903,Equinor Energy AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=190,GAS,North Sea,32011216,28974935,00:00.0,00:00.0,,67700.71901,103550105.5
22,43597,884,FRØY,Shut down,25/05/2001,1987,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43597,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43597,PRODUCTION LICENSE,364,Aker BP ASA,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=884,OIL,North Sea,28544099,3810636,00:00.0,00:00.0,,18607.31521,11242596.36
87,18161341,450,GAUPE,Shut down,06/03/2001,1985,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=18161341,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=18161341,PRODUCTION LICENSE,292,A/S Norske Shell,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=450,OIL/GAS,North Sea,562,2407572,00:00.0,00:00.0,,21079.7501,9735709.841
73,4005142,4902,GIMLE,Producing,34/10-48 S,2004,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=4005142,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=4005142,BUSINESS ARRANGEMENT AREA,GIMLE UNIT,Equinor Energy AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=4902,OIL,North Sea,32011216,4007192,00:00.0,00:00.0,Mongstad,22797.08428,7007569.725
103,23384544,315,GINA KROG,Producing,15/05/2001,1978,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=23384544,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=23384544,BUSINESS ARRANGEMENT AREA,GINA KROG UNIT,Equinor Energy AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=315,OIL/GAS,North Sea,32011216,23412556,00:00.0,00:00.0,Dusavik,37649.57124,28425335.52
77,4467574,1375,GJØA,Producing,35/9-1,1989,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=4467574,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=4467574,PRODUCTION LICENSE,153,Neptune Energy Norge AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1375,OIL/GAS,North Sea,31123361,22036,00:00.0,00:00.0,Flor├╕,58009.61169,38872635.09
56,1272071,2635,GLITNE,Shut down,15/05/2005,1995,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=1272071,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=1272071,PRODUCTION LICENSE,777 D,Aker BP ASA,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2635,OIL,North Sea,28544099,30977561,00:00.0,00:00.0,Dusavik,30344.41083,12486082.17
84,5774394,4173,GOLIAT,Producing,01/07/7122,2000,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=5774394,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=5774394,PRODUCTION LICENSE,229,V├Ñr Energi AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=4173,OIL,Barents Sea,33360957,22644,00:00.0,00:00.0,Hammerfest,40433.69337,22535953.29
54,1035937,1872,GRANE,Producing,25/11/2015,1991,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=1035937,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=1035937,BUSINESS ARRANGEMENT AREA,GRANE UNIT,Equinor Energy AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1872,OIL,North Sea,32011216,1031365,00:00.0,00:00.0,Dusavik,36468.61423,29061335.38
86,18116481,309,GUDRUN,Producing,15/3-1 S,1975,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=18116481,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=18116481,PRODUCTION LICENSE,25,Equinor Energy AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=309,GAS/CONDENSATE,North Sea,32011216,34512,00:00.0,00:00.0,Dusavik,42046.75372,25586790.31
34,43686,424,GULLFAKS,Producing,34/10-1,1978,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43686,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43686,PRODUCTION LICENSE,50,Equinor Energy AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=424,OIL,North Sea,32011216,21188,00:00.0,00:00.0,Mongstad,84190.48204,63154866.11
35,43699,425,GULLFAKS SØR,Producing,34/10-2,1978,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43699,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43699,PRODUCTION LICENSE,50,Equinor Energy AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=425,OIL/GAS,North Sea,32011216,21188,00:00.0,00:00.0,Mongstad,136284.2246,80394336.28
5,43464,74,GUNGNE,Producing,15/09/2015,1982,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43464,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43464,PRODUCTION LICENSE,46,Equinor Energy AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=74,GAS,North Sea,32011216,21156,00:00.0,00:00.0,Dusavik,20291.50826,9625988.466
8,43492,251,GYDA,Shut down,02/01/2003,1980,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43492,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43492,PRODUCTION LICENSE,019 B,Repsol Norge AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=251,OIL,North Sea,27052812,20924,00:00.0,00:00.0,Tananger,44568.24379,41085681.88
107,25307278,2955,HANZ,Approved for production,25/10/2008,1997,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=25307278,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=25307278,PRODUCTION LICENSE,028 B,Aker BP ASA,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2955,OIL/GAS,North Sea,28544099,917484,00:00.0,00:00.0,Tananger,19318.22887,11352290.16
43,43771,464,HEIDRUN,Producing,02/07/6507,1985,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43771,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43771,BUSINESS ARRANGEMENT AREA,HEIDRUN UNIT,Equinor Energy AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=464,OIL/GAS,Norwegian Sea,32011216,40490,00:00.0,00:00.0,Kristiansund,38084.80141,39269012.37
21,43590,359,HEIMDAL,Producing,25/04/2001,1972,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43590,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43590,PRODUCTION LICENSE,036 BS,Equinor Energy AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=359,OIL/GAS,North Sea,32011216,2473189,00:00.0,00:00.0,Dusavik,25784.88594,37932992.14
7,43485,285,HOD,Producing,02/11/2002,1974,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43485,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43485,PRODUCTION LICENSE,33,Aker BP ASA,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=285,OIL,North Sea,28544099,21052,00:00.0,00:00.0,Tananger,22371.35731,12309933.64
50,97002,72,HULDRA,Shut down,30/2-1,1982,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=97002,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=97002,PRODUCTION LICENSE,878,Equinor Energy AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=72,GAS/CONDENSATE,North Sea,32011216,28973861,00:00.0,00:00.0,Mongstad,26363.29218,27519258.27
92,20474183,6110,HYME,Producing,6407/8-5 S,2009,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=20474183,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=20474183,PRODUCTION LICENSE,348,Equinor Energy AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6110,OIL,Norwegian Sea,32011216,2987047,00:00.0,00:00.0,Kristiansund,9435.45175,3714734.629
93,21105675,0,ISLAY,Producing,?,2008,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=21105675,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=21105675,BUSINESS ARRANGEMENT AREA,ISLAY UNIT,Total E&P UK Ltd,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=0,GAS,North Sea,2747820,27122635,00:00.0,00:00.0,,7903.211545,1493982.077
